"Group.1","x"
"ann wilson",26
"anna j",14
"anna schwartz",24
"anniversari feder",16
"anniversari year",15
"announc august",16
"announc chang",52
"announc creation",12
"announc decis",22
"announc earlier",11
"announc effect",22
"announc even",11
"announc explicit",33
"announc februari",11
"announc fed",15
"announc feder",38
"announc first",14
"announc henceforth",12
"announc increas",17
"announc inflat",41
"announc intent",65
"announc interest",11
"announc januari",16
"announc last",69
"announc late",11
"announc made",13
"announc major",12
"announc march",25
"announc monetari",11
"announc money",13
"announc new",70
"announc novemb",14
"announc numer",13
"announc object",19
"announc octob",25
"announc plan",86
"announc polici",76
"announc presid",20
"announc program",33
"announc propos",13
"announc purchas",20
"announc rang",12
"announc reduct",13
"announc result",12
"announc septemb",18
"announc seri",13
"announc sever",17
"announc target",76
"announc today",12
"announc u",11
"announc yesterday",12
"annual appropri",27
"annual audit",13
"annual averag",273
"annual bank",29
"annual basi",88
"annual benchmark",12
"annual budget",22
"annual busi",33
"annual cambridg",11
"annual capit",16
"annual chang",88
"annual communiti",17
"annual confer",197
"annual convent",252
"annual cost",21
"annual credit",15
"annual data",24
"annual deficit",13
"annual dinner",23
"annual doubl",12
"annual earn",11
"annual econom",83
"annual event",19
"annual examin",26
"annual feder",14
"annual fee",66
"annual financi",17
"annual gdp",24
"annual gross",13
"annual growth",245
"annual howev",11
"annual hyman",12
"annual incom",41
"annual increas",105
"annual inflat",87
"annual interest",31
"annual intern",20
"annual level",11
"annual loss",14
"annual meet",373
"annual membership",19
"annual monetari",79
"annual nation",13
"annual net",14
"annual number",14
"annual output",17
"annual pace",66
"annual pay",23
"annual payment",16
"annual per",12
"annual percent",26
"annual percentag",164
"annual price",11
"annual product",28
"annual r",29
"annual rate",3196
"annual real",20
"annual report",400
"annual research",13
"annual revenu",23
"annual review",32
"annual sale",15
"annual sinc",17
"annual stress",33
"annual supervisori",11
"annual survey",11
"annual target",40
"annual total",14
"annual u",21
"annual vol",45
"annual volum",17
"annual wage",16
"annual washington",21
"annual year",11
"annus horribili",12
"anoth activ",13
"anoth advantag",18
"anoth agenc",17
"anoth also",21
"anoth altern",27
"anoth approach",56
"anoth area",161
"anoth argument",13
"anoth aspect",93
"anoth asset",12
"anoth bank",103
"anoth basi",46
"anoth basic",17
"anoth benefit",21
"anoth big",15
"anoth billion",71
"anoth can",17
"anoth case",21
"anoth caus",15
"anoth challeng",63
"anoth chang",31
"anoth clear",14
"anoth close",11
"anoth common",19
"anoth compani",18
"anoth complic",22
"anoth compromis",11
"anoth concern",43
"anoth consequ",21
"anoth consider",28
"anoth constraint",12
"anoth continu",12
"anoth contribut",11
"anoth cost",19
"anoth countri",46
"anoth crisi",24
"anoth critic",34
"anoth currenc",14
"anoth day",28
"anoth decad",12
"anoth develop",27
"anoth differ",22
"anoth dimens",28
"anoth econom",20
"anoth effect",16
"anoth effort",17
"anoth element",42
"anoth encourag",13
"anoth even",35
"anoth exampl",192
"anoth explan",24
"anoth fact",13
"anoth factor",236
"anoth featur",12
"anoth feder",28
"anoth financi",38
"anoth form",52
"anoth fundament",13
"anoth global",11
"anoth goal",11
"anoth good",42
"anoth great",34
"anoth group",30
"anoth high",19
"anoth import",317
"anoth increas",16
"anoth indic",41
"anoth industri",17
"anoth inflat",13
"anoth instanc",11
"anoth institut",30
"anoth interest",20
"anoth intern",11
"anoth issu",77
"anoth item",11
"anoth job",21
"anoth key",100
"anoth kind",42
"anoth larg",25
"anoth lesson",34
"anoth level",13
"anoth line",11
"anoth long",20
"anoth look",16
"anoth major",101
"anoth mani",16
"anoth manifest",12
"anoth market",12
"anoth matter",41
"anoth may",33
"anoth mean",13
"anoth measur",27
"anoth member",11
"anoth million",31
"anoth monetari",14
"anoth month",11
"anoth new",25
"anoth now",13
"anoth object",19
"anoth obstacl",15
"anoth obvious",11
"anoth occas",11
"anoth often",12
"anoth one",76
"anoth opportun",14
"anoth option",11
"anoth part",52
"anoth per",22
"anoth percent",77
"anoth percentag",17
"anoth perhap",17
"anoth period",29
"anoth person",15
"anoth perspect",13
"anoth piec",11
"anoth point",43
"anoth polici",30
"anoth posit",34
"anoth possibl",117
"anoth potenti",48
"anoth price",17
"anoth problem",59
"anoth program",15
"anoth promis",29
"anoth propos",43
"anoth provis",27
"anoth question",48
"anoth reason",201
"anoth recent",32
"anoth recess",27
"anoth region",13
"anoth respons",12
"anoth result",18
"anoth risk",33
"anoth round",60
"anoth s",27
"anoth sector",19
"anoth sens",26
"anoth set",46
"anoth sever",15
"anoth shock",11
"anoth side",16
"anoth sign",24
"anoth signific",47
"anoth sourc",87
"anoth special",17
"anoth speech",13
"anoth state",36
"anoth step",45
"anoth stori",14
"anoth studi",21
"anoth techniqu",13
"anoth thing",41
"anoth time",51
"anoth tool",11
"anoth topic",18
"anoth two",21
"anoth type",43
"anoth u",12
"anoth use",16
"anoth view",23
"anoth wave",11
"anoth way",395
"anoth year",131
"anpr propos",31
"anpr provid",13
"anpr seek",17
"answer also",13
"answer appear",18
"answer believ",29
"answer can",33
"answer case",12
"answer clear",33
"answer come",12
"answer complex",12
"answer cours",23
"answer critic",13
"answer depend",41
"answer difficult",11
"answer either",11
"answer even",11
"answer first",48
"answer found",22
"answer import",18
"answer least",18
"answer lie",28
"answer m",12
"answer mani",19
"answer may",29
"answer might",11
"answer monetari",11
"answer much",13
"answer must",18
"answer obvious",24
"answer one",17
"answer period",14
"answer problem",37
"answer question",925
"answer quit",13
"answer reason",11
"answer seem",27
"answer session",41
"answer simpl",23
"answer simpli",11
"answer think",21
"answer three",16
"answer time",19
"answer two",14
"answer well",14
"answer whether",12
"answer yes",70
"ant real",11
"anthoni m",58
"anti cid",50
"anti competit",42
"anti cyclic",12
"anti discrimin",12
"anti inflat",277
"anti inflationari",233
"anti money",45
"anti pollut",16
"anti tie",53
"anti trust",54
"antici cid",11
"anticip action",12
"anticip addit",20
"anticip appropri",25
"anticip believ",13
"anticip central",11
"anticip chang",72
"anticip consequ",12
"anticip consum",14
"anticip continu",54
"anticip cours",12
"anticip declin",13
"anticip demand",15
"anticip develop",27
"anticip econom",65
"anticip economi",21
"anticip effect",21
"anticip even",18
"anticip except",15
"anticip fed",25
"anticip feder",15
"anticip financi",12
"anticip fomc",29
"anticip futur",102
"anticip gradual",15
"anticip greater",11
"anticip growth",47
"anticip high",14
"anticip higher",20
"anticip improv",11
"anticip increas",46
"anticip inde",13
"anticip inflat",142
"anticip keep",15
"anticip larg",25
"anticip long",17
"anticip loss",12
"anticip lower",13
"anticip market",20
"anticip may",12
"anticip moder",12
"anticip monetari",16
"anticip much",15
"anticip new",16
"anticip next",17
"anticip one",12
"anticip path",15
"anticip polici",51
"anticip possibl",29
"anticip price",26
"anticip princip",12
"anticip problem",20
"anticip progress",22
"anticip rate",24
"anticip real",15
"anticip recent",14
"anticip reduct",14
"anticip result",17
"anticip return",11
"anticip rise",21
"anticip signific",17
"anticip slowdown",21
"anticip time",28
"anticip u",12
"anticip year",21
"anticompetit effect",19
"antitrust law",90
"antonio el",15
"anybodi els",23
"anyon can",18
"anyon els",266
"anyon expect",19
"anyon interest",14
"anyon make",11
"anyon predict",13
"anyon realli",11
"anyon s",33
"anyon want",28
"anyth can",25
"anyth done",22
"anyth els",83
"anyth less",28
"anyth like",63
"anyth s",13
"anyth want",12
"anyth yk",12
"anytim soon",41
"anywher countri",13
"anywher els",23
"anywher near",24
"anywher world",61
"ap cid",31
"ap p",15
"ap propriat",13
"apart auto",11
"apart build",23
"apart condominium",58
"apart effect",11
"apart hous",12
"apart offic",16
"appar abil",13
"appar anomali",12
"appar bank",12
"appar believ",27
"appar concern",11
"appar consequ",12
"appar continu",15
"appar declin",29
"appar even",11
"appar fail",15
"appar first",19
"appar gain",14
"appar increas",39
"appar inflat",17
"appar lack",11
"appar larg",12
"appar mani",17
"appar need",15
"appar one",20
"appar reflect",15
"appar slow",15
"appar stabil",13
"appar take",15
"appar time",15
"appar trend",13
"apparel contribut",15
"apparel industri",63
"apparel lumber",14
"apparel maker",12
"apparel manufactur",25
"apparel plant",11
"apparel produc",21
"apparel sale",18
"apparel textil",20
"appeal process",15
"appear abl",14
"appear acceler",26
"appear adequ",28
"appear adjust",20
"appear affect",25
"appear appropri",26
"appear associ",18
"appear attract",23
"appear avail",11
"appear averag",16
"appear balanc",18
"appear bank",21
"appear becom",41
"appear behalf",14
"appear believ",19
"appear benefit",12
"appear bottom",19
"appear broad",21
"appear case",18
"appear caus",16
"appear certain",12
"appear chang",17
"appear clear",22
"appear close",11
"appear come",23
"appear committe",111
"appear confirm",13
"appear conflict",21
"appear consider",25
"appear consist",41
"appear consum",13
"appear contain",21
"appear continu",28
"appear contribut",36
"appear declin",33
"appear demand",12
"appear depend",20
"appear desir",13
"appear develop",19
"appear differ",22
"appear direct",17
"appear discuss",17
"appear done",12
"appear driven",18
"appear eas",14
"appear econom",15
"appear economi",14
"appear effect",19
"appear emerg",14
"appear end",19
"appear especi",18
"appear essenti",26
"appear even",19
"appear exist",18
"appear expect",17
"appear extrem",12
"appear face",18
"appear fair",17
"appear fall",12
"appear fallen",20
"appear far",25
"appear favor",28
"appear feder",26
"appear firm",11
"appear first",24
"appear flatten",12
"appear follow",12
"appear fulli",11
"appear function",14
"appear gain",14
"appear general",15
"appear give",13
"appear good",59
"appear great",18
"appear greater",14
"appear group",17
"appear grow",22
"appear happen",15
"appear head",29
"appear held",11
"appear help",25
"appear high",21
"appear higher",18
"appear hold",16
"appear horizon",18
"appear howev",20
"appear import",38
"appear improv",23
"appear inconsist",12
"appear increas",83
"appear indic",27
"appear inevit",13
"appear inflat",17
"appear interest",15
"appear interst",11
"appear involv",11
"appear justifi",12
"appear larg",49
"appear least",41
"appear less",64
"appear level",13
"appear like",115
"appear limit",24
"appear littl",37
"appear low",13
"appear lower",18
"appear made",21
"appear main",19
"appear major",16
"appear make",29
"appear manag",20
"appear mani",32
"appear market",11
"appear moder",35
"appear modest",13
"appear morn",24
"appear motiv",11
"appear move",40
"appear much",66
"appear near",27
"appear necessari",20
"appear new",28
"appear now",18
"appear occur",19
"appear offer",13
"appear one",24
"appear oper",33
"appear particular",28
"appear perman",17
"appear play",23
"appear pois",24
"appear posit",21
"appear possibl",15
"appear present",26
"appear problem",11
"appear promis",19
"appear prospect",13
"appear provid",20
"appear public",21
"appear quit",70
"appear rather",12
"appear reach",17
"appear reason",52
"appear recent",15
"appear reduc",15
"appear reflect",55
"appear relat",67
"appear remain",43
"appear repres",11
"appear requir",20
"appear restrain",12
"appear restrict",11
"appear result",30
"appear rise",24
"appear s",16
"appear see",13
"appear senat",15
"appear shift",20
"appear signific",49
"appear simpl",12
"appear slow",41
"appear small",21
"appear solid",27
"appear somewhat",26
"appear sound",11
"appear stabil",52
"appear stabl",20
"appear stem",11
"appear still",17
"appear strengthen",21
"appear strong",21
"appear subcommitte",146
"appear substanti",38
"appear success",13
"appear suffici",13
"appear support",22
"appear take",24
"appear temporari",16
"appear threaten",13
"appear time",17
"appear today",80
"appear u",11
"appear unlik",21
"appear us",21
"appear use",20
"appear warrant",12
"appear way",13
"appear weak",11
"appear well",54
"appear widespread",15
"appear work",34
"appear year",21
"appendix also",11
"appendix b",25
"appendix c",15
"appendix d",11
"appendix statement",25
"appendix tabl",25
"appetit risk",47
"appetit term",12
"applaud effort",32
"appli acquisit",16
"appli across",13
"appli activ",18
"appli addit",16
"appli also",30
"appli appropri",12
"appli area",12
"appli bank",143
"appli board",18
"appli brake",15
"appli broad",31
"appli busi",31
"appli capit",15
"appli cation",15
"appli chang",14
"appli cid",28
"appli commerci",16
"appli communiti",21
"appli concept",20
"appli consist",12
"appli corpor",12
"appli countri",16
"appli credit",36
"appli current",11
"appli deposit",18
"appli depositori",13
"appli differ",18
"appli direct",27
"appli domest",25
"appli downward",13
"appli econom",26
"appli equal",61
"appli even",17
"appli evenhand",11
"appli everi",12
"appli exist",21
"appli feder",19
"appli financi",30
"appli firm",11
"appli foreign",21
"appli general",18
"appli individu",19
"appli institut",24
"appli intern",18
"appli larg",24
"appli largest",12
"appli lender",24
"appli less",16
"appli lesson",24
"appli loan",31
"appli market",24
"appli member",21
"appli monetari",26
"appli mortgag",13
"appli nation",22
"appli new",85
"appli nonbank",18
"appli one",17
"appli outstand",11
"appli particular",25
"appli potenti",14
"appli principl",31
"appli prudent",21
"appli recent",13
"appli regul",14
"appli research",19
"appli reserv",24
"appli risk",13
"appli rule",16
"appli self",12
"appli similar",11
"appli sound",11
"appli specif",23
"appli standard",15
"appli system",11
"appli technolog",24
"appli time",12
"appli today",21
"appli type",15
"appli u",35
"appli uniform",13
"appli unit",14
"appli upward",14
"appli well",15
"applianc construct",12
"applianc electron",12
"applianc furnitur",20
"applianc home",16
"applianc like",25
"applic account",12
"applic acquir",11
"applic acquisit",12
"applic also",20
"applic approv",27
"applic bank",122
"applic basel",22
"applic board",37
"applic busi",17
"applic can",15
"applic capit",22
"applic consum",22
"applic credit",46
"applic deposit",12
"applic depositori",11
"applic feder",41
"applic file",11
"applic financi",36
"applic first",12
"applic fiscal",15
"applic foreign",15
"applic form",23
"applic general",12
"applic home",12
"applic individu",17
"applic inform",13
"applic institut",13
"applic insur",11
"applic involv",12
"applic larg",15
"applic law",44
"applic loan",14
"applic made",13
"applic may",32
"applic member",11
"applic merger",18
"applic monetari",15
"applic must",28
"applic nation",18
"applic new",64
"applic o",15
"applic one",16
"applic particular",19
"applic polici",21
"applic present",13
"applic principl",18
"applic process",83
"applic propos",13
"applic receiv",30
"applic regul",13
"applic regulatori",12
"applic reserv",12
"applic review",11
"applic rule",13
"applic s",52
"applic section",15
"applic small",12
"applic solicit",13
"applic state",40
"applic technolog",18
"applic time",14
"applic today",15
"applic unit",15
"applic view",11
"applic well",13
"applica cid",15
"applica tion",21
"appoint board",78
"appoint chairman",18
"appoint feder",25
"appoint new",11
"appoint presid",170
"appoint reserv",15
"appoint senat",12
"appr cid",13
"apprais control",13
"apprais feder",11
"apprais futur",14
"apprais loan",12
"apprais need",13
"apprais perform",16
"apprais process",15
"apprais regul",27
"apprais requir",35
"apprais standard",18
"apprais subcommitte",11
"apprais threshold",11
"apprais valu",16
"appreci also",12
"appreci amount",18
"appreci asset",16
"appreci capit",11
"appreci chang",11
"appreci cost",15
"appreci countri",11
"appreci currenc",31
"appreci declin",13
"appreci differ",12
"appreci dollar",257
"appreci earli",18
"appreci econom",13
"appreci effect",14
"appreci even",15
"appreci extent",16
"appreci fact",13
"appreci foreign",13
"appreci higher",13
"appreci hous",12
"appreci howev",16
"appreci impact",11
"appreci import",41
"appreci increas",11
"appreci invit",42
"appreci last",21
"appreci level",12
"appreci lower",15
"appreci mani",15
"appreci mr",12
"appreci much",23
"appreci need",14
"appreci one",14
"appreci opportun",415
"appreci past",24
"appreci percent",54
"appreci period",11
"appreci real",12
"appreci recent",19
"appreci reduc",19
"appreci reflect",12
"appreci relat",18
"appreci risk",16
"appreci role",23
"appreci signific",13
"appreci sinc",22
"appreci slow",23
"appreci substanti",11
"appreci u",19
"appreci unintend",16
"appreci valu",25
"appreci year",15
"apprehens futur",11
"apprenticeship program",34
"appro cid",33
"appro priat",31
"approach achiev",40
"approach address",42
"approach adopt",42
"approach agenc",11
"approach allow",39
"approach also",76
"approach ama",14
"approach analyz",13
"approach appear",21
"approach appli",19
"approach approach",16
"approach appropri",22
"approach argu",15
"approach assess",38
"approach avoid",14
"approach bank",96
"approach base",36
"approach basel",62
"approach believ",21
"approach best",13
"approach billion",30
"approach board",20
"approach bring",11
"approach broad",16
"approach build",12
"approach call",24
"approach can",77
"approach capac",15
"approach capit",48
"approach case",17
"approach central",26
"approach certain",11
"approach clear",14
"approach combin",12
"approach committe",14
"approach communic",12
"approach communiti",31
"approach complianc",13
"approach conduct",16
"approach consid",18
"approach consider",11
"approach consist",18
"approach construct",19
"approach consum",13
"approach continu",24
"approach control",13
"approach corpor",11
"approach cours",18
"approach creat",21
"approach credit",38
"approach current",18
"approach deal",38
"approach depend",13
"approach describ",12
"approach design",15
"approach determin",13
"approach develop",41
"approach differ",25
"approach digit",11
"approach direct",11
"approach discuss",23
"approach econom",60
"approach effect",33
"approach emphas",12
"approach employ",13
"approach encourag",12
"approach end",28
"approach energi",11
"approach enhanc",16
"approach ensur",15
"approach entail",11
"approach establish",11
"approach estim",27
"approach evalu",14
"approach even",11
"approach examin",23
"approach exempt",14
"approach expand",15
"approach extend",11
"approach fed",11
"approach feder",41
"approach financi",55
"approach first",30
"approach fix",11
"approach focus",35
"approach follow",27
"approach fomc",22
"approach forecast",18
"approach forward",11
"approach foster",13
"approach full",81
"approach general",20
"approach get",11
"approach give",17
"approach govern",15
"approach h",13
"approach help",39
"approach hous",11
"approach howev",44
"approach identifi",14
"approach implement",33
"approach import",16
"approach improv",22
"approach includ",18
"approach incorpor",12
"approach increas",18
"approach inflat",22
"approach interest",12
"approach intern",16
"approach invest",13
"approach involv",43
"approach issu",49
"approach just",13
"approach least",11
"approach lend",14
"approach less",12
"approach let",17
"approach level",23
"approach like",47
"approach limit",32
"approach long",19
"approach look",25
"approach made",12
"approach make",44
"approach manag",27
"approach mani",32
"approach matter",15
"approach may",77
"approach mean",14
"approach measur",48
"approach meet",18
"approach might",78
"approach monetari",231
"approach must",29
"approach necessari",15
"approach need",36
"approach new",34
"approach normal",24
"approach now",22
"approach offer",20
"approach often",14
"approach one",69
"approach oper",18
"approach outlin",11
"approach particular",19
"approach payment",15
"approach percent",56
"approach permit",24
"approach point",13
"approach polici",177
"approach policymak",40
"approach potenti",14
"approach prefer",13
"approach price",18
"approach probabl",12
"approach problem",86
"approach promot",29
"approach propos",33
"approach protect",14
"approach provid",43
"approach prudenti",13
"approach public",16
"approach pursu",13
"approach put",24
"approach question",34
"approach rais",12
"approach rate",17
"approach rather",11
"approach recent",17
"approach recogn",26
"approach reduc",52
"approach reflect",12
"approach regard",12
"approach region",13
"approach regul",108
"approach regulatori",26
"approach reli",13
"approach remain",17
"approach requir",45
"approach respons",13
"approach result",16
"approach retir",11
"approach review",12
"approach risk",54
"approach rule",17
"approach s",25
"approach see",15
"approach seek",14
"approach seem",58
"approach serv",12
"approach set",38
"approach sever",13
"approach similar",21
"approach small",11
"approach solv",15
"approach standard",11
"approach state",13
"approach still",19
"approach suggest",33
"approach supervis",83
"approach support",15
"approach take",53
"approach taken",99
"approach task",14
"approach think",17
"approach time",25
"approach toward",60
"approach tradit",12
"approach two",28
"approach u",23
"approach understand",20
"approach unit",22
"approach use",94
"approach view",14
"approach well",28
"approach work",58
"approach year",11
"approach zero",23
"appropri accommod",15
"appropri account",43
"appropri achiev",24
"appropri act",16
"appropri action",81
"appropri address",26
"appropri adjust",86
"appropri agenc",13
"appropri allow",15
"appropri also",25
"appropri altern",19
"appropri amount",39
"appropri answer",13
"appropri approach",20
"appropri ask",14
"appropri assess",27
"appropri balanc",89
"appropri bank",69
"appropri begin",26
"appropri bill",20
"appropri budgetari",13
"appropri calibr",13
"appropri can",16
"appropri capit",36
"appropri case",15
"appropri chang",34
"appropri circumst",43
"appropri committe",26
"appropri concern",11
"appropri condit",16
"appropri congress",29
"appropri consid",44
"appropri consider",38
"appropri consist",18
"appropri continu",15
"appropri control",21
"appropri cours",62
"appropri credit",16
"appropri current",32
"appropri curtail",15
"appropri data",14
"appropri degre",35
"appropri develop",11
"appropri differ",12
"appropri direct",26
"appropri disciplin",14
"appropri disclosur",18
"appropri discuss",16
"appropri domest",14
"appropri eas",12
"appropri econom",41
"appropri economi",22
"appropri effect",20
"appropri even",19
"appropri examin",13
"appropri exampl",11
"appropri exchang",14
"appropri expect",20
"appropri extent",13
"appropri fed",26
"appropri feder",96
"appropri financ",12
"appropri financi",20
"appropri firewal",11
"appropri first",16
"appropri fiscal",43
"appropri focus",28
"appropri fomc",26
"appropri form",14
"appropri framework",14
"appropri fund",26
"appropri furthermor",13
"appropri general",11
"appropri give",11
"appropri given",58
"appropri go",12
"appropri goal",21
"appropri govern",24
"appropri growth",22
"appropri guidelin",13
"appropri help",14
"appropri howev",22
"appropri incent",26
"appropri increas",19
"appropri indic",11
"appropri inflat",17
"appropri inform",19
"appropri institut",17
"appropri interest",16
"appropri intern",18
"appropri keep",12
"appropri larg",14
"appropri law",12
"appropri least",21
"appropri legisl",22
"appropri level",144
"appropri light",24
"appropri limit",45
"appropri liquid",11
"appropri long",23
"appropri maintain",45
"appropri manag",20
"appropri market",17
"appropri mean",11
"appropri measur",51
"appropri meet",17
"appropri method",13
"appropri monetari",440
"appropri necessari",23
"appropri need",26
"appropri new",11
"appropri note",11
"appropri object",14
"appropri one",25
"appropri oper",16
"appropri organ",11
"appropri outlook",12
"appropri oversight",14
"appropri particular",23
"appropri path",121
"appropri place",12
"appropri point",17
"appropri polici",420
"appropri present",17
"appropri price",27
"appropri process",55
"appropri program",27
"appropri prohibit",12
"appropri protect",12
"appropri provid",21
"appropri public",21
"appropri purpos",17
"appropri question",16
"appropri rais",52
"appropri rate",39
"appropri refer",11
"appropri reflect",19
"appropri regul",31
"appropri regulatori",47
"appropri relat",18
"appropri remedi",25
"appropri requir",29
"appropri reserv",11
"appropri respons",114
"appropri restraint",20
"appropri result",19
"appropri risk",50
"appropri role",87
"appropri safeguard",24
"appropri scope",11
"appropri sensit",15
"appropri set",34
"appropri sinc",11
"appropri size",33
"appropri skill",18
"appropri solut",17
"appropri specif",15
"appropri stanc",110
"appropri standard",20
"appropri start",14
"appropri state",22
"appropri step",26
"appropri strategi",14
"appropri structur",20
"appropri supervis",12
"appropri supervisori",25
"appropri support",28
"appropri sustain",16
"appropri tailor",22
"appropri take",25
"appropri target",46
"appropri tax",14
"appropri term",12
"appropri think",11
"appropri time",238
"appropri today",21
"appropri tool",28
"appropri u",23
"appropri use",39
"appropri valu",13
"appropri view",35
"appropri way",33
"appropri year",13
"approv acquisit",16
"approv activ",11
"approv advanc",15
"approv applic",46
"approv appropri",16
"approv bank",47
"approv board",138
"approv budget",13
"approv congress",55
"approv deni",12
"approv disapprov",13
"approv feder",29
"approv financi",12
"approv hous",19
"approv increas",11
"approv loan",24
"approv merger",27
"approv new",22
"approv o",15
"approv one",12
"approv process",34
"approv propos",36
"approv senat",30
"approv short",13
"approv two",18
"approxim balanc",14
"approxim billion",163
"approxim doubl",20
"approxim equal",39
"approxim everi",12
"approxim four",11
"approxim half",16
"approxim level",11
"approxim m",40
"approxim million",90
"approxim noon",19
"approxim one",67
"approxim p",87
"approxim per",80
"approxim percent",310
"approxim percentag",11
"approxim rate",13
"approxim three",31
"approxim trillion",41
"approxim two",18
"apr mean",12
"april appreci",12
"april april",20
"april avail",23
"april bank",26
"april board",13
"april charl",11
"april current",11
"april declin",11
"april digit",116
"april employ",15
"april end",11
"april fed",11
"april feder",84
"april first",11
"april fomc",12
"april good",23
"april https",23
"april increas",19
"april inflat",12
"april job",11
"april june",32
"april last",18
"april m",37
"april may",76
"april meet",11
"april monetari",15
"april month",16
"april mr",12
"april noon",16
"april octob",17
"april p",51
"april patrick",13
"april percent",41
"april pleas",36
"april pleasur",13
"april pp",175
"april releas",17
"april remark",21
"april retir",138
"april return",138
"april s",26
"april see",14
"april senior",11
"april statement",46
"april u",24
"april unemploy",19
"april www",20
"april year",37
"ar d",39
"ar e",32
"ar ii",13
"ar t",17
"arab oil",16
"arbitrag free",15
"arbitrag opportun",16
"arbitrari action",11
"arbitrari caprici",21
"arbitrari control",17
"architectur engin",14
"area account",24
"area across",21
"area action",14
"area activ",33
"area actual",11
"area addit",33
"area adopt",12
"area affect",31
"area agenc",15
"area agreement",15
"area agricultur",16
"area alreadi",22
"area also",106
"area although",13
"area america",11
"area among",15
"area anoth",27
"area appar",13
"area appear",21
"area area",32
"area around",24
"area attract",12
"area author",11
"area bank",236
"area banker",19
"area base",11
"area becom",18
"area begin",15
"area believ",31
"area benefit",17
"area better",13
"area board",47
"area branch",23
"area busi",34
"area c",12
"area california",16
"area can",97
"area capit",22
"area case",14
"area central",15
"area certain",24
"area challeng",11
"area chang",22
"area chicago",13
"area citi",30
"area clear",20
"area close",16
"area come",11
"area commerci",14
"area communiti",48
"area compar",18
"area compet",12
"area competit",15
"area concentr",22
"area concern",108
"area congress",20
"area consid",31
"area consist",33
"area consum",51
"area continu",43
"area contribut",18
"area corpor",16
"area cost",12
"area countri",198
"area cours",16
"area cover",29
"area cra",11
"area credit",44
"area current",41
"area d",12
"area data",21
"area decis",13
"area declin",19
"area demand",11
"area depend",15
"area design",12
"area develop",26
"area differ",22
"area difficult",20
"area digit",16
"area direct",11
"area director",17
"area discuss",20
"area district",14
"area earn",14
"area econom",58
"area economi",129
"area educ",17
"area effort",11
"area employ",38
"area encourag",12
"area especi",18
"area essenti",18
"area even",35
"area examin",16
"area exampl",49
"area exempt",16
"area expand",12
"area expect",14
"area experi",11
"area experienc",29
"area expertis",19
"area face",12
"area fact",19
"area factor",12
"area farm",13
"area fed",16
"area feder",49
"area final",13
"area financ",12
"area financi",78
"area find",11
"area first",57
"area focus",41
"area foreign",21
"area found",11
"area futur",12
"area general",31
"area govern",28
"area great",13
"area greater",14
"area greatest",23
"area grow",30
"area growth",31
"area heavili",11
"area help",40
"area high",41
"area higher",19
"area home",29
"area hope",12
"area hous",19
"area howev",58
"area import",37
"area improv",37
"area includ",96
"area increas",42
"area inde",22
"area indic",16
"area industri",25
"area inflat",12
"area instanc",17
"area interest",37
"area intern",56
"area invest",24
"area involv",12
"area japan",32
"area job",21
"area just",18
"area know",14
"area lack",14
"area larg",27
"area least",15
"area lend",19
"area less",28
"area let",14
"area like",128
"area littl",12
"area local",23
"area long",21
"area look",16
"area low",16
"area lower",11
"area m",23
"area main",11
"area major",28
"area make",13
"area mani",38
"area market",30
"area may",120
"area might",33
"area monetari",57
"area moreov",42
"area move",17
"area much",33
"area must",34
"area nation",58
"area natur",11
"area near",12
"area need",63
"area new",37
"area now",33
"area number",12
"area o",89
"area obvious",12
"area offer",20
"area offic",14
"area often",17
"area oil",16
"area one",66
"area oper",18
"area opportun",16
"area other",14
"area outlook",14
"area outsid",18
"area part",17
"area particular",71
"area past",27
"area payment",18
"area peopl",25
"area per",23
"area percent",24
"area perform",13
"area perhap",18
"area permit",27
"area polici",23
"area popul",22
"area possibl",13
"area potenti",43
"area present",23
"area price",14
"area probabl",11
"area problem",17
"area process",13
"area produc",12
"area product",18
"area progress",18
"area propos",20
"area provid",36
"area public",54
"area question",12
"area quit",15
"area rapid",12
"area rather",16
"area re",17
"area real",12
"area recent",59
"area reduc",14
"area reflect",20
"area region",32
"area regul",22
"area regulatori",19
"area relat",51
"area remain",26
"area report",11
"area repres",29
"area requir",28
"area research",43
"area resid",13
"area respons",72
"area result",26
"area retail",13
"area return",17
"area review",13
"area risk",46
"area rural",21
"area s",127
"area second",17
"area see",24
"area seem",23
"area seen",23
"area serv",44
"area servic",18
"area signific",24
"area sinc",26
"area small",49
"area south",13
"area southeast",23
"area special",24
"area specif",13
"area state",53
"area still",24
"area strength",48
"area strong",16
"area studi",33
"area subject",14
"area suffer",12
"area suggest",11
"area supervis",18
"area technolog",16
"area tend",17
"area think",30
"area throughout",13
"area thus",30
"area time",26
"area today",11
"area trade",13
"area tradit",12
"area two",15
"area u",35
"area uncertainti",25
"area unemploy",11
"area unit",78
"area urban",13
"area use",37
"area ve",17
"area w",14
"area want",13
"area warrant",11
"area weak",99
"area well",62
"area whether",13
"area whose",14
"area wide",14
"area within",25
"area work",40
"area world",32
"area year",13
"area yet",17
"areas militari",11
"aredigit fraser",18
"aren t",189
"argentina brazil",71
"argentina chile",18
"argentina s",23
"argu although",11
"argu bank",39
"argu benefit",14
"argu can",11
"argu case",18
"argu cash",13
"argu central",30
"argu chang",26
"argu consum",12
"argu continu",11
"argu current",32
"argu declin",12
"argu differ",12
"argu dollar",13
