"Group.1","x"
"earli s earli",12
"earli s even",18
"earli s exampl",13
"earli s fed",30
"earli s feder",24
"earli s howev",26
"earli s import",11
"earli s increas",17
"earli s inflat",17
"earli s major",17
"earli s mani",17
"earli s mid",19
"earli s moreov",17
"earli s one",35
"earli s percent",12
"earli s period",15
"earli s product",12
"earli s recent",13
"earli s recess",14
"earli s remain",14
"earli s result",13
"earli s s",13
"earli s sever",12
"earli s thus",13
"earli s time",27
"earli s u",21
"earli stage busi",11
"earli stage develop",20
"earli stage econom",14
"earli stage expans",20
"earli stage recoveri",77
"earli th centuri",60
"earli twentieth centuri",58
"earli u s",14
"earli warn system",11
"earli year also",15
"earli year decad",15
"earli year great",12
"earlier declin interest",11
"earlier declin oil",13
"earlier fact growth",11
"earlier feder reserv",27
"earlier interest rate",13
"earlier last year",16
"earlier monetari polici",29
"earlier month feder",11
"earlier postwar period",33
"earlier postwar recoveri",18
"earlier u s",14
"earlier year feder",13
"earn asset qualiti",11
"earn cash flow",21
"earn cid ing",13
"earn feder reserv",24
"earn foreign exchang",15
"earn high school",18
"earn higher return",13
"earn incom tax",20
"earn increas percent",13
"earn particip account",25
"earn per share",19
"earn power improv",12
"earn return asset",11
"earn sharp increas",12
"earn thrift institut",17
"earn u s",30
"earthquak tsunami japan",12
"eas credit condit",32
"eas credit standard",11
"eas feder reserv",18
"eas financi condit",71
"eas fiscal polici",14
"eas forward guidanc",12
"eas inflationari pressur",22
"eas interest rate",20
"eas monetari condit",29
"eas monetari polici",187
"eas stanc monetari",15
"eas u s",12
"eas upward pressur",16
"easi monetari polici",39
"easi money polici",33
"easi solut problem",14
"easier credit condit",11
"easier household busi",13
"easier monetari polici",91
"easier said done",30
"east asian countri",24
"east asian economi",18
"east bloc countri",12
"east north africa",30
"east st loui",36
"east st new",32
"east west coast",17
"eastburn presid feder",49
"eastern daylight time",42
"eastern econom associ",14
"eastern europ former",18
"eastern europ soviet",13
"eastern european countri",17
"eastern kentucki northern",14
"eastern standard time",53
"ec o n",50
"ec probabl hasten",11
"ec s progress",11
"ecb forum central",11
"eclect approach polici",12
"eco cid nanic",12
"eco cid nomic",43
"eco nomic growth",17
"ecoa fair hous",14
"econ cid omi",16
"econom activ abroad",38
"econom activ acceler",13
"econom activ accompani",13
"econom activ accord",16
"econom activ affect",15
"econom activ also",41
"econom activ although",14
"econom activ appear",28
"econom activ around",18
"econom activ assist",14
"econom activ bank",15
"econom activ base",11
"econom activ becom",12
"econom activ began",12
"econom activ broad",12
"econom activ can",24
"econom activ close",13
"econom activ come",17
"econom activ confer",24
"econom activ consum",18
"econom activ continu",45
"econom activ countri",13
"econom activ credit",12
"econom activ current",13
"econom activ declin",14
"econom activ direct",12
"econom activ econom",14
"econom activ economi",11
"econom activ effect",13
"econom activ employ",53
"econom activ even",17
"econom activ evid",11
"econom activ exampl",17
"econom activ expand",24
"econom activ expect",12
"econom activ fact",17
"econom activ fall",46
"econom activ feder",23
"econom activ financi",16
"econom activ first",31
"econom activ follow",11
"econom activ general",26
"econom activ georgia",11
"econom activ go",14
"econom activ grow",18
"econom activ growth",11
"econom activ high",14
"econom activ higher",14
"econom activ howev",25
"econom activ import",14
"econom activ improv",11
"econom activ includ",12
"econom activ increas",29
"econom activ inde",13
"econom activ inflat",141
"econom activ influenc",14
"econom activ interest",13
"econom activ iti",23
"econom activ labor",21
"econom activ last",18
"econom activ like",32
"econom activ long",14
"econom activ make",13
"econom activ may",27
"econom activ measur",13
"econom activ monetari",36
"econom activ must",11
"econom activ nation",15
"econom activ next",20
"econom activ now",26
"econom activ one",25
"econom activ other",16
"econom activ part",13
"econom activ particular",14
"econom activ past",23
"econom activ pick",24
"econom activ pp",64
"econom activ price",58
"econom activ proceed",14
"econom activ rather",19
"econom activ reason",11
"econom activ recent",21
"econom activ reduc",14
"econom activ reflect",11
"econom activ region",18
"econom activ remain",13
"econom activ result",16
"econom activ return",11
"econom activ second",14
"econom activ seem",21
"econom activ short",18
"econom activ show",12
"econom activ sinc",16
"econom activ slow",41
"econom activ spring",48
"econom activ still",11
"econom activ strong",15
"econom activ support",11
"econom activ thus",25
"econom activ time",23
"econom activ today",11
"econom activ turn",19
"econom activ two",15
"econom activ u",13
"econom activ unit",26
"econom activ vol",32
"econom activ washington",11
"econom activ well",27
"econom activ within",15
"econom activ year",26
"econom analysi bea",19
"econom annual meet",13
"econom associ san",13
"econom associ washington",15
"econom b aspx",11
"econom challeng face",30
"econom challeng fed",13
"econom club new",71
"econom co oper",63
"econom commentari ec",12
"econom commentari econom",12
"econom commentari feder",12
"econom committe congress",13
"econom condit can",32
"econom condit chang",52
"econom condit continu",12
"econom condit countri",12
"econom condit deterior",13
"econom condit develop",13
"econom condit district",15
"econom condit econom",29
"econom condit eleventh",13
"econom condit evolv",66
"econom condit exampl",16
"econom condit feder",17
"econom condit financi",13
"econom condit fomc",14
"econom condit general",14
"econom condit improv",42
"econom condit includ",18
"econom condit like",79
"econom condit mani",20
"econom condit may",16
"econom condit might",14
"econom condit monetari",45
"econom condit nation",11
"econom condit outlook",51
"econom condit particular",16
"econom condit past",13
"econom condit polici",28
"econom condit provid",11
"econom condit region",27
"econom condit respect",12
"econom condit share",11
"econom condit stanc",11
"econom condit thus",11
"econom condit u",27
"econom condit unfold",13
"econom condit unit",20
"econom condit use",13
"econom condit warrant",43
"econom condit well",14
"econom cooper develop",63
"econom data can",11
"econom decis make",55
"econom develop affect",11
"econom develop cid",15
"econom develop communiti",12
"econom develop corpor",12
"econom develop council",11
"econom develop countri",13
"econom develop econom",18
"econom develop effort",22
"econom develop indian",11
"econom develop job",11
"econom develop ment",12
"econom develop monetari",16
"econom develop need",14
"econom develop one",14
"econom develop past",21
"econom develop polici",15
"econom develop program",24
"econom develop recent",11
"econom develop region",20
"econom develop s",11
"econom develop sinc",15
"econom develop unit",17
"econom digit fraser",13
"econom discuss seri",350
"econom distress area",11
"econom educ entrepreneurship",13
"econom educ program",17
"econom environ becom",13
"econom environ busi",13
"econom environ chang",11
"econom environ low",14
"econom environ now",11
"econom environ time",15
"econom expans began",24
"econom expans continu",45
"econom expans end",13
"econom expans feder",13
"econom expans growth",11
"econom expans histori",15
"econom expans inflat",11
"econom expans mani",13
"econom expans nation",20
"econom expans now",41
"econom expans slow",16
"econom expans u",25
"econom expans unit",13
"econom expans well",11
"econom expans without",19
"econom expans year",17
"econom feder reserv",18
"econom financi challeng",12
"econom financi circumst",16
"econom financi condit",154
"econom financi crisi",11
"econom financi data",19
"econom financi develop",131
"econom financi educ",33
"econom financi environ",72
"econom financi inform",14
"econom financi integr",22
"econom financi issu",13
"econom financi literaci",20
"econom financi market",39
"econom financi outlook",12
"econom financi polici",18
"econom financi problem",27
"econom financi shock",15
"econom financi situat",21
"econom financi stabil",36
"econom financi stress",15
"econom financi system",59
"econom forc work",17
"econom forecast breakfast",14
"econom forecast fomc",11
"econom forecast monetari",12
"econom forecast project",11
"econom fundament appear",13
"econom go round",28
"econom growth abil",16
"econom growth abroad",31
"econom growth acceler",15
"econom growth achiev",27
"econom growth also",49
"econom growth although",17
"econom growth appear",16
"econom growth area",14
"econom growth around",22
"econom growth associ",19
"econom growth averag",13
"econom growth bank",13
"econom growth begin",18
"econom growth believ",19
"econom growth bring",15
"econom growth broad",11
"econom growth can",43
"econom growth caus",13
"econom growth chang",15
"econom growth come",31
"econom growth conclus",13
"econom growth continu",55
"econom growth countri",41
"econom growth cours",14
"econom growth creat",11
"econom growth credit",11
"econom growth deceler",15
"econom growth declin",15
"econom growth depend",17
"econom growth develop",58
"econom growth econom",15
"econom growth economi",28
"econom growth effect",25
"econom growth employ",61
"econom growth enhanc",16
"econom growth european",11
"econom growth even",28
"econom growth evid",12
"econom growth exampl",13
"econom growth expect",18
"econom growth experienc",15
"econom growth far",11
"econom growth fed",18
"econom growth feder",26
"econom growth final",14
"econom growth financi",27
"econom growth first",33
"econom growth full",28
"econom growth futur",12
"econom growth general",11
"econom growth global",11
"econom growth go",21
"econom growth great",11
"econom growth growth",15
"econom growth help",16
"econom growth high",50
"econom growth higher",22
"econom growth howev",21
"econom growth import",37
"econom growth improv",23
"econom growth increas",54
"econom growth inde",26
"econom growth inflat",95
"econom growth job",31
"econom growth keep",11
"econom growth know",12
"econom growth labor",17
"econom growth larg",14
"econom growth last",29
"econom growth less",12
"econom growth let",18
"econom growth like",44
"econom growth long",43
"econom growth look",15
"econom growth low",51
"econom growth lower",21
"econom growth maintain",36
"econom growth major",21
"econom growth mani",17
"econom growth market",13
"econom growth may",27
"econom growth mean",17
"econom growth medium",16
"econom growth might",14
"econom growth mobil",27
"econom growth moder",18
"econom growth monetari",31
"econom growth moreov",17
"econom growth much",21
"econom growth must",21
"econom growth nation",28
"econom growth need",15
"econom growth new",11
"econom growth next",34
"econom growth now",23
"econom growth object",20
"econom growth often",13
"econom growth one",31
"econom growth part",11
"econom growth particular",25
"econom growth past",56
"econom growth percent",18
"econom growth perhap",12
"econom growth period",12
"econom growth pick",34
"econom growth polici",16
"econom growth potenti",11
"econom growth price",95
"econom growth product",23
"econom growth prospect",14
"econom growth prosper",29
"econom growth provid",26
"econom growth quit",19
"econom growth rate",61
"econom growth rather",14
"econom growth real",22
"econom growth reason",21
"econom growth recent",34
"econom growth reduc",18
"econom growth region",11
"econom growth regulatori",30
"econom growth relat",26
"econom growth remain",21
"econom growth remark",13
"econom growth return",13
"econom growth rise",40
"econom growth role",11
"econom growth s",23
"econom growth second",29
"econom growth seem",18
"econom growth short",21
"econom growth sinc",22
"econom growth slow",65
"econom growth slower",12
"econom growth somewhat",13
"econom growth stabil",63
"econom growth stabl",45
"econom growth still",17
"econom growth strong",28
"econom growth sustain",43
"econom growth thus",30
"econom growth time",39
"econom growth turn",14
"econom growth two",12
"econom growth u",32
"econom growth ultim",11
"econom growth unemploy",29
"econom growth unit",43
"econom growth well",25
"econom growth without",56
"econom growth year",56
"econom health communiti",11
"econom health nation",17
"econom histori vol",14
"econom ic activ",18
"econom ic growth",20
"econom ic outlook",12
"econom indic point",13
"econom inform network",12
"econom institut bard",13
"econom issu face",31
"econom journal macroeconom",23
"econom journal vol",42
"econom letter san",22
"econom letter vol",12
"econom literatur vol",28
"econom man s",12
"econom man social",14
"econom mobil research",11
"econom monetari polici",32
"econom monetari union",23
"econom new york",22
"econom object wide",18
"econom outlook also",21
"econom outlook appropri",17
"econom outlook beyond",12
"econom outlook challeng",23
"econom outlook chang",15
"econom outlook confer",25
"econom outlook deterior",11
"econom outlook discuss",11
"econom outlook econom",27
"econom outlook feder",17
"econom outlook financi",13
"econom outlook first",13
"econom outlook know",13
"econom outlook let",29
"econom outlook ll",22
"econom outlook long",15
"econom outlook look",12
"econom outlook monetari",118
"econom outlook nation",64
"econom outlook now",26
"econom outlook one",11
"econom outlook polici",14
"econom outlook present",13
"econom outlook progress",12
"econom outlook remark",66
"econom outlook report",11
"econom outlook risk",42
"econom outlook s",12
"econom outlook seminar",13
"econom outlook southeast",15
"econom outlook southeastern",12
"econom outlook speech",16
"econom outlook today",20
"econom outlook turn",11
"econom outlook u",18
"econom outlook unit",68
"econom outlook washington",16
"econom outlook year",28
"econom output increas",15
"econom perform improv",11
"econom perform last",14
"econom perform long",12
"econom perform nation",13
"econom perform past",12
"econom perform recent",24
"econom perform s",16
"econom perform time",11
"econom perform unit",12
"econom perform year",21
"econom person financ",24
"econom perspect fall",15
"econom perspect vol",89
"econom point view",15
"econom polici also",15
"econom polici can",21
"econom polici challeng",11
"econom polici chang",11
"econom polici committe",14
"econom polici confer",44
"econom polici countri",28
"econom polici decis",21
"econom polici develop",11
"econom polici econom",11
"econom polici effect",14
"econom polici general",15
"econom polici help",14
"econom polici institut",24
"econom polici issu",18
"econom polici make",29
"econom polici maker",21
"econom polici monetari",24
"econom polici must",23
"econom polici nation",12
"econom polici provid",12
"econom polici research",92
"econom polici review",26
"econom polici support",13
"econom polici symposium",23
"econom polici today",12
"econom polici uncertainti",15
"econom polici unit",19
"econom polici vol",18
"econom polit sens",13
"econom polit social",12
"econom polit system",25
"econom problem face",34
"econom problem like",12
"econom progress achiev",13
"econom project addendum",11
"econom project fomc",25
"econom project releas",12
"econom project sep",129
"econom project washington",40
"econom quarter winter",12
"econom recoveri act",20
"econom recoveri also",18
"econom recoveri began",11
"econom recoveri context",14
"econom recoveri continu",20
"econom recoveri econom",11
"econom recoveri fed",12
"econom recoveri good",11
"econom recoveri growth",13
"econom recoveri mani",13
"econom recoveri now",25
"econom recoveri strengthen",41
"econom recoveri sustain",13
"econom recoveri unit",13
"econom recoveri way",11
"econom report presid",32
"econom research april",19
"econom research august",28
"econom research busi",11
"econom research date",14
"econom research februari",23
"econom research januari",17
"econom research june",19
"econom research march",16
"econom research may",20
"econom research nber",18
"econom research novemb",12
"econom research octob",21
"econom research septemb",18
"econom research work",61
"econom return text",16
"econom review june",11
"econom review march",13
"econom review may",15
"econom review paper",15
"econom review pp",28
"econom review septemb",17
"econom review vol",238
"econom revit program",14
"econom secur act",11
"econom self determin",12
"econom situat outlook",49
"econom social benefit",11
"econom social polit",28
"econom social problem",11
"econom speaking gross",12
"econom stabil act",32
"econom stabil feder",11
"econom stabil growth",21
"econom stabil long",11
"econom stabil polici",61
"econom stabil program",13
"econom stabil resourc",15
"econom statist vol",60
"econom studi vol",14
"econom substanc transact",14
"econom symposium jackson",11
"econom tell us",13
"econom theori common",13
"econom theori empir",23
"econom theori suggest",23
"econom theori tell",18
"econom variabl includ",12
"econom variabl next",17
"econom vol amsterdam",14
"econom vol april",37
"econom vol august",17
"econom vol februari",40
"econom vol januari",12
"econom vol juli",18
"econom vol june",15
"econom vol march",17
"econom vol may",35
"econom vol novemb",44
"econom vol octob",25
"econom vol pp",57
"econom vol septemb",17
"econom washington d",11
"econom washington econom",11
"econom weak inflat",11
"econom welfar nation",11
"econom welfar peopl",13
"econom well nation",16
"econom well u",35
"econometr model indic",15
"econometr model use",13
"economi achiev maximum",32
"economi ad job",24
"economi ad million",22
"economi adjust higher",13
"economi allow overheat",11
"economi also import",11
"economi appear oper",13
"economi approach full",27
"economi around world",43
"economi back path",11
"economi back track",15
"economi balanc payment",11
"economi bank industri",19
"economi bank system",21
"economi becom increas",30
"economi becom less",14
"economi begin grow",11
"economi begin recov",21
"economi brook paper",11
"economi can continu",20
"economi can expand",17
"economi can grow",38
"economi can oper",11
"economi can produc",17
"economi can sustain",25
"economi capac constraint",12
"economi central bank",54
"economi central banker",13
"economi chang much",12
"economi chicago fed",11
"economi close full",13
"economi come year",12
"economi commerci bank",11
"economi communiti bank",15
"economi constant evolv",11
"economi construct industri",16
"economi consum spend",15
"economi continu expand",83
"economi continu grow",107
"economi continu improv",39
"economi continu perform",17
"economi continu recov",25
"economi continu strengthen",20
"economi cours monetari",11
"economi creat job",13
"economi creat million",12
"economi credit market",18
"economi current econom",11
"economi d like",19
"economi depend critic",12
"economi develop countri",12
"economi digit fraser",64
"economi don t",21
"economi econom outlook",21
"economi econom polici",18
"economi econom recoveri",13
"economi emerg market",19
"economi emerg recess",11
"economi enter new",11
"economi enter period",15
"economi enter recess",23
"economi even though",18
"economi evolv anticip",14
"economi evolv expect",12
"economi exchang rate",12
"economi expand maximum",16
"economi expand near",16
"economi expand rapid",16
"economi expand rate",14
"economi expect inflat",11
"economi experienc mild",11
"economi face number",12
"economi fed s",11
"economi feder reserv",168
"economi financi crisi",19
"economi financi market",221
"economi financi sector",14
"economi financi servic",12
"economi financi system",157
"economi firmer foot",11
"economi first half",21
"economi fiscal polici",21
"economi full employ",41
"economi fulli employ",12
"economi get back",14
"economi given time",15
"economi go forward",30
"economi good place",17
"economi grew percent",20
"economi grow fast",18
"economi grow faster",40
"economi grow healthi",12
"economi grow moder",32
"economi grow pace",18
"economi grow percent",22
"economi grow potenti",18
"economi grow rapid",26
"economi grow rate",27
"economi grow slowli",23
"economi grow solid",13
"economi grow strong",14
"economi grown averag",13
"economi head s",11
"economi heavili depend",12
"economi help dampen",13
"economi help us",11
"economi high level",18
"economi industri countri",18
"economi inflationari pressur",12
"economi interest rate",34
"economi intern sector",14
"economi intern trade",14
"economi labor market",20
"economi larg scale",12
"economi last decad",13
"economi last year",61
"economi latin america",13
"economi less depend",18
"economi let begin",19
"economi let turn",12
"economi like grow",16
"economi like unit",13
"economi long run",80
"economi long term",31
"economi longer run",29
"economi longer term",29
"economi look ahead",17
"economi look back",13
"economi look like",14
"economi lost million",11
"economi major trade",24
"economi make full",17
"economi mani way",11
"economi maximum employ",13
"economi may also",13
"economi mention earlier",13
"economi michael moskow",25
"economi monetari polici",341
"economi monetari policymak",11
"economi money suppli",12
"economi move back",11
"economi move forward",18
"economi move recess",12
"economi move toward",15
"economi nation s",11
"economi near full",27
"economi near term",49
"economi need grow",19
"economi new displac",11
"economi next decad",11
"economi next year",42
"economi now let",15
"economi o f",70
"economi one reason",12
"economi open trade",13
"economi oper capac",18
"economi oper close",37
"economi oper full",31
"economi oper near",30
"economi oper potenti",25
"economi past decad",29
"economi past sever",14
"economi past two",18
"economi past year",69
"economi perform well",41
"economi polici option",17
"economi price stabil",25
"economi probabl construct",12
"economi proven resili",17
"economi provid insight",20
"economi reach full",11
"economi real time",11
"economi recent decad",19
"economi recent year",81
"economi recov moder",12
"economi recov recess",29
"economi region countri",16
"economi remain far",11
"economi remain heavili",13
"economi remain strong",13
"economi remain weak",18
"economi remark robert",17
"economi rest world",16
"economi return higher",12
"economi return normal",12
"economi return text",23
"economi right now",16
"economi s abil",48
"economi s capac",41
"economi s financi",11
"economi s growth",32
"economi s long",72
"economi s need",19
"economi s perform",51
"economi s potenti",79
"economi s product",56
"economi s prospect",15
"economi s real",15
"economi s recent",20
"economi s resourc",23
"economi s respons",17
"economi s under",17
"economi scale bank",14
"economi scale scope",35
"economi second half",13
"economi seem like",20
"economi short run",32
"economi short term",16
"economi simpli way",11
"economi slip recess",20
"economi small busi",25
"economi speech deliv",31
"economi stabl financi",14
"economi stabl price",11
"economi still far",12
"economi sustain growth",15
"economi symposium sponsor",13
"economi take time",13
"economi three main",12
"economi thus far",11
"economi trade partner",35
"economi u s",79
"economi unit state",152
"economi ve seen",11
"economi vol april",11
"economi vol februari",12
"economi vol june",15
"economi vol pp",18
"economi weather recent",16
"economi without adject",12
"economi work everyon",11
"economi world economi",13
"economi year ahead",49
"economi year come",11
"economist atlanta fed",16
"economist call moral",11
"economist call total",12
"economist central banker",22
"economist club washington",17
"economist dalla fed",19
"economist district bank",11
"economist feder reserv",62
"economist joseph schumpet",23
"economist like call",12
"economist research divis",11
"economist world end",11
"economy long run",60
"economy longer run",12
"economy potenti growth",18
"economy product resourc",11
"economyâ u 0080",29
"ed handbook econom",21
"ed handbook monetari",21
"ed monetari polici",29
"ed nber macroeconom",44
"ed new york",16
"ed reduc inflat",17
"edg act agreement",11
"edg act corpor",63
"edg agreement corpor",17
"edg corpor subsidiari",11
"edt octob statement",12
"educ attain level",11
"educ can help",12
"educ econom develop",16
"educ feder reserv",13
"educ financi literaci",13
"educ health care",36
"educ health servic",25
"educ high school",14
"educ labor forc",11
"educ nation center",14
"educ unit state",14
"educ work forc",18
"educ workforc develop",19
"educ young peopl",13
"edward c prescott",21
"edward g boehn",14
"edward nelson feder",12
"effec cid tive",21
"effect achiev goal",14
"effect aggreg demand",36
"effect also relat",12
"effect altern monetari",20
"effect anti inflationari",14
"effect asian crisi",16
"effect asset price",14
"effect asset purchas",19
"effect balanc payment",16
"effect balanc sheet",19
"effect bank merger",14
"effect bank s",16
"effect bank supervis",26
"effect bank system",24
"effect basel ii",18
"effect broader economi",15
"effect budget deficit",21
"effect central bank",52
"effect chang monetari",13
"effect commerci bank",12
"effect commod price",12
"effect communiti bank",11
"effect communiti develop",13
"effect compani s",14
"effect conduct monetari",17
"effect consolid supervis",14
"effect consum protect",11
"effect consum spend",19
"effect control even",12
"effect control growth",11
"effect core inflat",13
"effect corpor govern",28
"effect credit card",18
"effect credit market",19
"effect date chang",12
"effect date statut",14
"effect deficit financ",12
"effect digit fraser",28
"effect direct feder",14
"effect disinfl deposit",12
"effect dollar appreci",12
"effect dollar s",18
"effect econom activ",60
"effect econom growth",37
"effect econom journal",11
"effect econom polici",18
"effect economi financi",12
"effect energi price",20
"effect enterpris wide",14
"effect entiti s",12
"effect even though",12
"effect exchang rate",80
"effect fed fund",12
"effect fed s",26
"effect feder credit",26
"effect feder fund",25
"effect feder reserv",121
"effect financi condit",11
"effect financi consolid",20
"effect financi crisi",35
"effect financi educ",13
"effect financi institut",15
"effect financi market",84
"effect financi stabil",14
"effect financi system",31
"effect financi turmoil",19
"effect fiscal polici",45
"effect fiscal stimulus",13
"effect food price",15
"effect forward guidanc",23
"effect global economi",15
"effect global financi",13
"effect goal maximum",62
"effect great recess",18
"effect high interest",18
"effect higher energi",18
"effect higher interest",18
"effect hous market",13
"effect implement monetari",16
"effect inflat expect",17
"effect interest rate",100
"effect intern control",33
"effect interst bank",11
"effect labor market",28
"effect larg scale",23
"effect last year",13
"effect less burdensom",15
"effect limit appropri",16
"effect limit fee",12
"effect long run",14
"effect long term",42
"effect longer term",31
"effect low interest",11
"effect lower bound",287
"effect manag risk",14
"effect market disciplin",50
"effect market good",12
"effect monetari action",19
"effect monetari control",37
"effect monetari fiscal",17
"effect monetari polici",492
"effect monetari policymak",11
"effect monetari restraint",38
"effect monetari stimulus",15
"effect money incom",12
"effect money suppli",11
"effect nation s",14
"effect o f",44
"effect oil price",39
"effect open market",17
"effect output employ",12
"effect overal econom",14
"effect overal inflat",11
"effect payment system",20
"effect polici action",47
"effect polici chang",13
"effect polici look",12
"effect preclud branch",13
"effect price level",19
"effect price stabil",28
"effect propos merger",20
"effect public polici",19
"effect quantit eas",11
"effect real activ",12
"effect real econom",14
"effect real economi",49
"effect real incom",11
"effect reduc inflat",14
"effect resolut regim",16
"effect rise interest",23
"effect rise oil",14
"effect risk manag",74
"effect short run",17
"effect sinc ffb",13
"effect small busi",13
"effect small growth",11
"effect somewhat less",13
"effect state law",11
"effect stock market",11
"effect stress test",12
"effect supervis bank",19
"effect supervis regul",16
"effect suppli side",13
"effect tax cut",17
"effect tax rate",15
"effect therebi reduc",12
"effect today s",14
"effect total spend",27
"effect u s",174
"effect unit state",38
"effect way monetari",13
"effect wide rang",11
"efficaci monetari polici",19
"effici alloc capit",51
"effici alloc credit",14
"effici alloc resourc",93
"effici alloc worldwid",13
"effici bank system",23
"effici cost effect",19
"effici effect implement",12
"effici feder reserv",13
"effici financi market",52
"effici financi system",49
"effici function economi",19
"effici function financi",19
"effici govern secur",15
"effici integr market",18
"effici monetari polici",16
"effici mortgag market",11
"effici payment mechan",46
"effici payment servic",15
"effici payment system",86
"effici profit strongest",11
"effici promot equip",16
"effici reliabl payment",15
"effici resourc alloc",17
"effici resourc use",11
"effici u s",27
"effici use resourc",23
"effort bring inflat",29
"effort central bank",21
"effort combat inflat",16
"effort control inflat",12
"effort curb inflat",19
"effort deal difficult",11
"effort deal inflat",11
"effort digit fraser",14
"effort elimin control",12
"effort end inflat",12
"effort feder reserv",96
"effort improv financi",11
"effort made bring",11
"effort make signific",12
"effort monetari polici",11
"effort must made",11
"effort promot financi",14
"effort public privat",11
"effort put place",12
"effort reduc inflat",26
"effort reduc regulatori",11
"effort restor price",21
"effort u s",18
"effort unit state",15
"eggertsson gauti b",26
"eight centuri financi",11
"eight month year",24
"eight regular schedul",13
"eight time per",76
"eight time year",50
"eight year ago",19
"eight year expans",11
"eighth feder reserv",32
"eith upsid downsid",11
"either acquisit feder",16
"either approach construct",14
"either direct indirect",18
"either domest intern",18
"either econom polit",11
"either explicit implicit",16
"either factor hope",11
"either feder reserv",16
"either feder state",14
"either hous consum",18
"either implicit explicit",11
"either inflat deflat",13
"either intensifi import",12
"either resolv disput",12
"either return bank",12
"either u s",13
"either unit state",31
"elabor briefli sourc",11
"elast demand import",13
"elect member bank",20
"elect repres congress",14
"electrif administr catch",13
"electron check collect",16
"electron check present",21
"electron check process",15
"electron data process",40
"electron feder reserv",11
"electron fund transfer",379
"electron money system",14
"electron payment depositori",15
"electron payment mechan",20
"electron payment method",15
"electron payment network",11
"electron payment product",15
"electron payment servic",17
"electron payment system",97
"electron produc well",12
"electron transfer fund",33
"electron transfer system",18
"electron transport equip",12
"element feder reserv",16
"element high leverag",12
"element o f",12
"element risk kind",12
"element risk manag",18
"element safeti net",32
"elementari secondari educ",17
"elementari secondari school",28
"elev asset price",13
"elev inflat rate",11
"elev standard live",11
"elev unemploy rate",12
"eleventh feder reserv",27
"elimin big fail",12
"elimin competit disadvantag",11
"elimin control fee",12
"elimin interest rate",14
"elimin payment deficit",14
"elimin subsid prohibit",11
"elimin tendenc oper",14
"elimin weak system",12
"elmar merten expect",13
"els feder open",32
"els feder reserv",113
"els within feder",15
"elsevi pp â",14
"elsewher around world",16
"elsewher unit state",16
"em ploym ent",11
"embargo p m",17
"embattl home abroad",12
"embed econom structur",11
"embed long term",11
"embodi cut edg",13
"embodi new technolog",13
"emerg asian economi",38
"emerg earli s",11
"emerg econom stabil",15
"emerg feder reserv",15
"emerg inflationari pressur",24
"emerg isol may",11
"emerg lend author",15
"emerg lend facil",29
"emerg lend power",16
"emerg lend program",16
"emerg liquid assist",14
"emerg liquid insul",12
"emerg market countri",142
"emerg market develop",15
"emerg market economi",508
"emerg market nation",29
"emerg part debat",12
"emerg philosophi seem",12
"emerg risk financi",12
"emerg u s",12
"emmett j rice",24
"emphas feder reserv",30
"emphas import role",14
"emphas monetari polici",28
"emphas nation s",12
"emphas two point",12
"emphas view express",109
"emphas view present",19
"emphasi monetari aggreg",13
"emphasi short term",11
"empir evid indic",23
"empir evid suggest",35
"empir evid support",27
"employ balanc growth",44
"employ broad base",17
"employ central bank",13
"employ cid ment",67
"employ context price",17
"employ continu grow",19
"employ cost index",61
"employ digit fraser",20
"employ direct rais",14
"employ econom activ",16
"employ econom growth",35
"employ feder govern",20
"employ feder reserv",39
"employ gain also",18
"employ growth also",16
"employ growth averag",12
"employ growth last",12
"employ growth price",11
"employ growth slow",18
"employ growth strong",14
"employ half privat",13
"employ incom growth",16
"employ increas averag",11
"employ increas percent",18
"employ inflat goal",24
"employ inflat low",12
"employ inflat object",22
"employ inflat outcom",13
"employ inflat risen",31
"employ inflat target",14
"employ keep inflat",15
"employ labor forc",30
"employ labor market",12
"employ lag behind",21
"employ larg determin",23
"employ last resort",19
"employ last year",12
"employ like remain",18
"employ long run",27
"employ long term",14
"employ longer run",17
"employ low inflat",18
"employ low stabl",17
"employ lower level",14
"employ manufactur sector",15
"employ maximum employ",12
"employ maximum level",32
"employ maximum sustain",16
"employ million peopl",13
"employ moder long",22
"employ monetari polici",38
"employ nation whole",13
"employ next year",13
"employ older increas",13
"employ opportun commiss",15
"employ output growth",15
"employ part mandat",11
"employ part time",23
"employ past year",16
"employ per cent",27
"employ percent inflat",48
"employ person incom",33
"employ popul ratio",183
"employ price stabil",696
"employ price stability",12
"employ price stabilityâ",11
"employ privat sector",23
"employ product purchas",32
"employ promot price",19
"employ report show",11
"employ retail sale",16
"employ rise output",11
"employ short run",25
"employ stabl inflat",14
"employ stabl price",232
"employ u s",40
"employ unemploy rate",28
"employ unit state",25
"employe feder reserv",16
"employe per cent",21
"employe work part",11
"en newsroom event",11
"enabl borrow obtain",19
"enabl central bank",19
"enabl construct build",12
"enabl creditor alloc",12
"enabl extend new",16
"enabl feder reserv",30
"enabl financi institut",15
"enabl household busi",22
"enabl individu borrow",16
"enabl u s",12
"enabl unit state",11
"enabl us make",16
"enact h r",22
"enact last year",11
"enact overrid legisl",17
"enact tax cut",11
"encourag although percent",11
"encourag bank work",11
"encourag busi invest",13
"encourag consum spend",15
"encourag econom expans",17
"encourag econom growth",12
"encourag excess risk",25
