"","Firms$Tone"
"6143",NA
"6144",NA
"6145",NA
"6146",NA
"6147",NA
"6148",NA
"6149",NA
"6150",NA
"6151",1
"6152",NA
"6153",NA
"6154",NA
"6155",NA
"6156",NA
"6157",NA
"6158",NA
"6159",NA
"6160",NA
"6161",NA
"6162",1
"6163",NA
"6164",NA
"6165",1
"6166",NA
"6167",NA
"6168",NA
"6169",NA
"6170",NA
"6171",NA
"6172",NA
"6173",NA
"6174",NA
"6175",NA
"6176",1
"6177",1
"6178",1
"6179",1
"6180",1
"6181",1
"6182",NA
"6183",NA
"6184",NA
"6185",NA
"6186",NA
"6187",NA
"6188",NA
"6189",NA
"6190",NA
"6191",NA
"6192",NA
"6193",NA
"6194",1
"6195",NA
"6196",1
"6197",1
"6198",NA
"6199",NA
"6200",-0.6
"6201",-0.6
"6202",NA
"6203",NA
"6204",NA
"6205",NA
"6206",NA
"6207",NA
"6208",NA
"6209",NA
"6210",NA
"6211",NA
"6212",NA
"6213",NA
"6214",1
"6215",NA
"6216",NA
"6217",NA
"6218",NA
"6219",NA
"6220",NA
"6221",NA
"6222",NA
"6223",NA
"6224",NA
"6225",NA
"6226",NA
"6227",NA
"6228",NA
"6229",NA
"6230",NA
"6231",NA
"6232",NA
"6233",NA
"6234",-1
"6235",1
"6236",NA
"6237",NA
"6238",1
"6239",1
"6240",NA
"6241",NA
"6242",NA
"6243",NA
"6244",NA
"6245",1
"6246",NA
"6247",NA
"6248",NA
"6249",NA
"6250",NA
"6251",NA
"6252",NA
"6253",NA
"6254",NA
"6255",NA
"6256",NA
"6257",NA
"6258",NA
"6259",NA
"6260",NA
"6261",NA
"6262",NA
"6263",0
"6264",NA
"6265",NA
"6266",NA
"6267",NA
"6268",1
"6269",NA
"6270",NA
"6271",NA
"6272",NA
"6273",NA
"6274",NA
"6275",0
"6276",-1
"6277",NA
"6278",0
"6279",NA
"6280",1
"6281",NA
"6282",NA
"6283",NA
"6284",NA
"6285",NA
"6286",NA
"6287",NA
"6288",NA
"6289",NA
"6290",NA
"6291",NA
"6292",NA
"6293",1
"6294",NA
"6295",-1
"6296",0
"6297",NA
"6298",NA
"6299",NA
"6300",-0.333333333333333
"6301",0
"6302",1
"6303",NA
"6304",NA
"6305",NA
"6306",-1
"6307",-1
"6308",-1
"6309",NA
"6310",0
"6311",NA
"6312",NA
"6313",1
"6314",1
"6315",NA
"6316",1
"6317",1
"6318",1
"6319",0.333333333333333
"6320",NA
"6321",NA
"6322",NA
"6323",NA
"6324",-1
"6325",1
"6326",-1
"6327",NA
"6328",NA
"6329",1
"6330",NA
"6331",NA
"6332",-1
"6333",NA
"6334",NA
"6335",1
"6336",NA
"6337",NA
"6338",NA
"6339",NA
"6340",NA
"6341",NA
"6342",-0.333333333333333
"6343",-0.2
"6344",NA
"6345",NA
"6346",0
"6347",NA
"6348",NA
"6349",1
"6350",NA
"6351",NA
"6352",NA
"6353",1
"6354",NA
"6355",NA
"6356",1
"6357",1
"6358",1
"6359",NA
"6360",1
"6361",NA
"6362",NA
"6363",NA
"6364",1
"6365",1
"6366",NA
"6367",1
"6368",NA
"6369",NA
"6370",NA
"6371",NA
"6372",NA
"6373",0
"6374",NA
"6375",NA
"6376",1
"6377",NA
"6378",NA
"6379",NA
"6380",NA
"6381",NA
"6382",NA
"6383",NA
"6384",1
"6385",NA
"6386",NA
"6387",NA
"6388",NA
"6389",NA
"6390",NA
"6391",NA
"6392",NA
"6393",NA
"6394",NA
"6395",1
"6396",NA
"6397",NA
"6398",NA
"6399",NA
"6400",NA
"6401",NA
"6402",NA
"6403",1
"6404",NA
"6405",NA
"6406",-1
"6407",1
"6408",NA
"6409",NA
"6410",-1
"6411",NA
"6412",NA
"6413",NA
"6414",NA
"6415",NA
"6416",NA
"6417",NA
"6418",1
"6419",NA
"6420",-1
"6421",NA
"6422",-1
"6423",NA
"6424",NA
"6425",NA
"6426",NA
"6427",-1
"6428",1
"6429",NA
"6430",NA
"6431",NA
"6432",NA
"6433",NA
"6434",NA
"6435",NA
"6436",NA
"6437",NA
"6438",NA
"6439",NA
"6440",0
"6441",NA
"6442",1
"6443",NA
"6444",NA
"6445",NA
"6446",NA
"6447",1
"6448",1
"6449",NA
"6450",1
"6451",NA
"6452",NA
"6453",NA
"6454",NA
"6455",NA
"6456",NA
"6457",NA
"6458",NA
"6459",NA
"6460",NA
"6461",NA
"6462",NA
"6463",NA
"6464",NA
"6465",NA
"6466",NA
"6467",1
"6468",NA
"6469",NA
"6470",-1
"6471",NA
"6472",NA
"6473",NA
"6474",NA
"6475",NA
"6476",NA
"6477",NA
"6478",1
"6479",NA
"6480",NA
"6481",NA
"6482",NA
"6483",NA
"6484",1
"6485",NA
"6486",NA
"6487",NA
"6488",NA
"6489",NA
"6490",NA
"6491",1
"6492",1
"6493",1
"6494",NA
"6495",0
"6496",0
"6497",1
"6498",1
"6499",-1
"6500",NA
"6501",NA
"6502",NA
"6503",1
"6504",1
"6505",NA
"6506",NA
"6507",NA
"6508",NA
"6509",NA
"6510",NA
"6511",NA
"6512",NA
"6513",NA
"6514",-1
"6515",NA
"6516",1
"6517",1
"6518",-1
"6519",NA
"6520",-1
"6521",NA
"6522",NA
"6523",NA
"6524",1
"6525",NA
"6526",1
"6527",NA
"6528",1
"6529",NA
"6530",NA
"6531",1
"6532",1
"6533",NA
"6534",NA
"6535",-1
"6536",NA
"6537",NA
"6538",NA
"6539",NA
"6540",1
"6541",NA
"6542",NA
"6543",NA
"6544",NA
"6545",NA
"6546",NA
"6547",NA
"6548",NA
"6549",NA
"6550",NA
"6551",NA
"6552",NA
"6553",NA
"6554",NA
"6555",NA
"6556",NA
"6557",NA
"6558",NA
"6559",NA
"6560",NA
"6561",NA
"6562",NA
"6563",NA
"6564",NA
"6565",NA
"6566",NA
"6567",NA
"6568",NA
"6569",NA
"6570",NA
"6571",NA
"6572",NA
"6573",NA
"6574",NA
"6575",NA
"6576",1
"6577",1
"6578",NA
"6579",0.5
"6580",NA
"6581",NA
"6582",1
"6583",NA
"6584",1
"6585",1
"6586",1
"6587",1
"6588",NA
"6589",NA
"6590",0.2
"6591",NA
"6592",-1
"6593",1
"6594",1
"6595",-1
"6596",1
"6597",NA
"6598",NA
"6599",1
"6600",0.5
"6601",NA
"6602",NA
"6603",NA
"6604",NA
"6605",NA
"6606",0.4
"6607",0.333333333333333
"6608",0.333333333333333
"6609",0.333333333333333
"6610",0.2
"6611",NA
"6612",0.2
"6613",NA
"6614",NA
"6615",-1
"6616",-1
"6617",NA
"6618",NA
"6619",0.666666666666667
"6620",NA
"6621",NA
"6622",NA
"6623",0.333333333333333
"6624",-1
"6625",NA
"6626",1
"6627",1
"6628",1
"6629",NA
"6630",1
"6631",1
"6632",1
"6633",1
"6634",NA
"6635",1
"6636",NA
"6637",0.6
"6638",1
"6639",NA
"6640",0
"6641",NA
"6642",NA
"6643",0.666666666666667
"6644",1
"6645",0.5
"6646",0.333333333333333
"6647",NA
"6648",NA
"6649",NA
"6650",1
"6651",1
"6652",1
"6653",NA
"6654",1
"6655",NA
"6656",-0.2
"6657",NA
"6658",-1
"6659",0.333333333333333
"6660",0.2
"6661",NA
"6662",1
"6663",NA
"6664",0.666666666666667
"6665",0.6
"6666",1
"6667",1
"6668",NA
"6669",NA
"6670",1
"6671",1
"6672",1
"6673",1
"6674",1
"6675",NA
"6676",1
"6677",1
"6678",1
"6679",NA
"6680",1
"6681",NA
"6682",1
"6683",0.5
"6684",1
"6685",NA
"6686",NA
"6687",1
"6688",1
"6689",NA
"6690",0.5
"6691",NA
"6692",-0.555555555555556
"6693",-0.6
"6694",-1
"6695",-1
"6696",NA
"6697",NA
"6698",0.6
"6699",0.333333333333333
"6700",NA
"6701",1
"6702",1
"6703",NA
"6704",1
"6705",1
"6706",NA
"6707",1
"6708",1
"6709",1
"6710",1
"6711",1
"6712",NA
"6713",NA
"6714",NA
"6715",NA
"6716",NA
"6717",1
"6718",0.714285714285714
"6719",0.428571428571429
